Author_id,Name
2647,ANA CASTILLO
2648,GEORGE BERNARD SHAW
2649,URSULA MICHELS-WENZ
2650,ANNEMARIE
2651,HELLA S. HAASSE
2652,ARNULF ZITELMANN
2653,DORO GÖBEL
2654,KAREN CUSHMAN
2655,PETER ROBERT
2656,PETER HØEG
2657,ANGELIKA GUNDLACH
2658,LILLIAN TOO
2659,CHARLOTTE BRONTE
2660,JULIAN MAY
2661,EDWARD HUBLER
2662,R.L. FISHER
2663,SLAVENKA DRAKULIC
2664,PENELOPE FITZGERALD
2665,THOMAS M. DISCH
2666,T.S. ELIOT
2667,SHARON KAY PENMAN
2668,WILLIAM S. BURROUGHS
2669,T.H. WHITE
2670,SYLVAN BARNET
2671,HELENE HANFF
2672,CLIVE BARKER
2673,LAWRENCE BLOCK
2674,RAY BRAD
2675,NEWMAN K. 
2676,BARBARA L.HELLER M.S.W. 
2677,CHAD WALSH
2678,ROLAND EVANS
2679,KATHLEEN A. BREHONY
2680,ROBERT DREWE
2681,CARLOS FUENTES
2682,ALFRED MACADAM
2683,PETER KELDER
2684,DALAI LAMA
2685,HOWARD C. CUTLER
2686,JÜRGEN MANSHARDT
2687,KATHR
2688,WLADIMIR KAMINER
2689,PAUL BERF
2690,BARBARA SIRGES
2691,FRANCINE PASCAL
2692,MARIE T. MORREALE
2693,BROOKS WHITNEY
2694,TRACY MCGUINNESS
2695,BARBARA PARK
2696,DENISE BRUNKUS
2697,KATY HALL
2698,LISA EISENBERG
2699,JOHN DEVORE
2700,ROY DOTY
2701,LIZ CURTIS HIGGS
2702,ASTRID LINDGREN
2703,LOUIS S. GLANZMAN
2704,FLORENCE LAMBORN
2705,DIANA G. GALLAGHER
2706,CATHY WEST
2707,PATRICIA BARNES-SVARNEY
2708,STEFANIE SCOTT
2709,TAMARA ENGLAND
2710,WALTER RANE
2711,CONNIE PORTER
2712,DAHL TAYLOR
2713,DAN ANDREASEN
2714,PEG ROSS
2715,JEAN PAUL TIBBLES
2716,PATRICIA MACLACHLAN
2717,DANIEL PINK
2718,JOHN R. ERICKSON
2719,E.L. KONIGSBURG
2720,JOHN LE CARRÉ
2721,DAVID HAJDU
2722,JANET LUNN
2723,N.R. JACKSON
2724,ZZ PACKER
2725,BETINA KRAHN
2726,MARIO PUZO
2727,KINKY FRIEDMAN
2728,JOLAN CHANG
2729,DOSSIE EASTON
2730,CATHERINE A. LISZT
2731,DAVID MACAULAY
2732,TODD LAMMLE
2733,JAMES CHELLIS
2734,DON PORTER
2735,TERAH KATHRYN COLLINS
2736,JUAN VILLORO
2737,VICTORIA THOMPSON
2738,JOY WILLIAMS
2739,JOHN TRAIN
2740,PIERRE LE-TAN
2741,CARLOS VALLES
2742,J. PATRICK
2743,PH.D. GANNON
2744,PHILIP GOLDBERG
2745,ODELL SHEPARD
2746,NANCY PICKARD
2747,ETHAN BLACK
2748,BAILEY WHITE
2749,MARIO DE CARVALHO
2750,EDITORS OF PHAIDON PRESS
2751,JOHN ROBBINS
2752,DEAN ORNISH
2753,BONNIE BRYANT
2754,ALISON WEARING
2755,JAMES THURBER
2756,MICHAEL BAIGENT
2757,RICHARD LEIGH
2758,LEWIN
2759,SUSAN ORLEAN
2760,CRABBE EVERS
2761,NANCY WRIGHT
2762,LISA HERON
2763,BRIAN HERON
2764,CARLOS RUIZ ZAFON
2765,LUCIA GRAVES
2766,PETER CASHWELL
2767,CARSON MCCULLERS
2768,BOB WOODWARD
2769,GABRIEL ZAID
2770,NATASHA WIMMER
2771,KHALED HOSSEINI
2772,FRANCES TENENBAUM
2773,S. WILLIAMS
2774,TOM HAZUKA
2775,DENISE THOMAS
2776,JAMES THOMAS
2777,NIKOLAI GOGOL
2778,ANDREW R. MACANDREW
2779,LEON STILMAN
2780,CHARLES LEWIS
2781,FLOYD SKLOOT
2782,DOUGLAS COUPLAND
2783,TOM STOPPARD
2784,CORNEL WEST
2785,ELIE WIESEL
2786,DAVID MCDUFF
2787,NATHAN ENGLANDER
2788,LOUISE COOPER
2789,MARIE
2790,HUGO MARSAN
2791,FRÉDÉRIC BEIGBEDER
2792,PERCY KEMP
2793,HONORÉ DE BALZAC
2794,JEANNINE GUICHRDET
2795,JORGE AMADO
2796,VINCENT RAVALEC
2797,ANTONIO TABUCCHI
2798,LISE CHAPUIS
2799,ROBERT VAVRA
2800,CHRISTINA DODD
2801,VIRGINIA HENLEY
2802,JOHN DUNNING
2803,GINA BERRIAULT
2804,ANTONYA NELSON
2805,RICHARD VETERE
2806,ANN THORNHILL
2807,SARAH WELLS
2808,ERIK QUISLING
2809,DIANNA BOOHER
2810,GRANT NAYLOR
2811,MARGARET ELEANOR ATWOOD
2812,GRAHAM MASTERTON
2813,DAI SIJIE
2814,INA RILKE
2815,LOUISE BAGSHAWE
2816,RICHARD BOLLES
2817,JENNY NEWMAN
2818,CHARLES W. SWEENEY
2819,JAMES A. ANTONUCCI
2820,MARION K. AN
2821,CONRAD ALLEN
2822,MARIE ARANA
2823,ARTHUR V. SELLWOOD
2824,A.V. SELLWOOD
2825,JAMES LUCAS
2826,WILLIAM ZIMMER
2827,ROBERTA MILLER
2828,GEORGE WILSON
2829,DONALD R. BURGETT
2830,BONNIE ANGELO
2831,LAWRENCE OTIS GRAHAM
2832,RAYMOND STRAIT
2833,HAMPTON SIDES
2834,WILLIAM W. PUTNEY
2835,WOLFGANG W.E. SAMUEL
2836,RON NAVEEN
2837,SEAN FLANNERY
2838,WILLIAM SARABANDE
2839,DOROTHY GLENN
2840,JOAN HOHL
2841,DIXIE BROWNING
2842,ALLAN W ECKERT
2843,JAMES KELMAN
2844,KITTY KELLEY
2845,PAMELA KAUFMAN
2846,MICHAEL LEVEY
2847,JOANNA RICHARDSON
2848,MIRIAM GURKO
2849,MONICA FERRIS
2850,SHEILA L. SKEMP
2851,KATIE HICKMAN
2852,MARIA PERRY
2853,BRIAN DOLAN
2854,BERTRAM FIELDS
2855,FRANCES HILL
2856,JANE NEWDICK
2857,ANDREW MORTON
2858,IYANLA VANZANT
2859,ELLEN MICHAUD
2860,RUSSELL WILD
2861,EKATERINA GORDEEVA
2862,E.M. SWIFT
2863,THE STAFF OF RESEARCH &AMP; EDUCATION ASSOCIATION
2864,CAMILLA T. CRESPI
2865,PETER MCWILLIAMS
2866,HAROLD H. BLOOMFIELD
2867,MELBA COLGRO
2868,MICHAEL BRODER
2869,JANET LUHRS
2870,BARBARA DE ANGELIS
2871,BLU GREENBERG
2872,MARY ANN MITCHELL
2873,PATRICK WOOD
2874,JARI TERVO
2875,PRIMO LEVI
2876,STUART WOOLF
2877,PAUL BAILEY
2878,JACQUES PRÉVERT
2879,NICK BANTOCK
2880,MARY MARUCA
2881,HANIF KUREISHI
2882,THOMAS BLOCK
2883,SUZETTE HADEN ELGIN
2884,M.J. RYAN
2885,MIGUEL RUIZ
2886,CORNWELL PATRICIA
2887,J.M. COETZEE
2888,ALEX GARLAND
2889,JOY FIELDING
2890,NATHANIEL PHILBRICK
2891,BERNHARD ROBBEN
2892,JUDE WATSON
2893,GEORGE WEINBERG
2894,BSTAN-DZIN-RGYA-MTSHO
2895,DONALD S. LOPEZ
2896,E.DONNALL THOMAS JR. 
2897,SHENA MACKAY
2898,J.M. O'NEILL
2899,TERRY CARR
2900,PENINA KEEN SPINKA
2901,MARY RENAULT
2902,CHRISTIAN BOBIN
2903,JEAN-DOMINIQUE BAUBY
2904,DANIEL PENNAC
2905,AMIN MAALOUF
2906,T.A. BARRON
2907,ISAK DINESEN
2908,JANET AHLBERG
2909,ALLAN AHLBERG
2910,JOSEPH FINDER
2911,DANIEL MCNEILL
2912,MASTER LAM KAM-CHUEN
2913,GEORGE ELIOT
2914,ERICA SPINDLER
2915,PHOEBE GLOECKNER
2916,STEPHEN DOBYNS
2917,ANNE BISHOP
2918,KAZUO ISHIGURO
2919,LALITA TADEMY
2920,R. FORSTER
2921,AIMEE LIU
2922,CATHY MAXWELL
2923,HARVEY KARP
2924,BARBARA BRETTON
2925,MIKE ASHLEY
2926,VICTOR GISCHLER
2927,LOREN ESTLEMAN
2928,BEN REHDER
2929,ELLEN F. FITZPATRICK
2930,CARL JENSEN
2931,PROJECT CENSORED
2932,TOM TOMORROW
2933,MITCHELL STEPHENS
2934,PETE HAMILL
2935,DAN RATHER
2936,MATT DRUDGE
2937,CROSLAND BROWN
2938,PHILLIP M. MARGOLIN
2939,MARCIA MULLER
2940,KASEY MICHAELS
2941,BRUCE ROBINSON
2942,CRAIG SPECTOR
2943,JAMES CAMERON
2944,ROBERT FULGHUM
2945,SUSAN H OKEEFE
2946,JOE ORTON
2947,UTA HAGEN
2948,HASKEL FRANKEL
2949,STELLA RODWAY
2950,FRANCOIS MAURIAC
2951,JOSEPHINE CARR
2952,ALISTAIR MACLEAN
2953,PETER BENCHLEY
2954,BOB UECKER
2955,JAMES BLISH
2956,DIANA WYNNE JONES
2957,JOHN (FIRE) LAME DEER
2958,JIM BUTCHER
2959,LOWELL BAIR
2960,IAN FLEMING
2961,CURT GENTRY
2962,E.L. SWANN
2963,MARK SHEPHERD
2964,GENTRY LEE
2965,JOHN VORNHOLT
2966,ZELAZNY
2967,ROBERT DALEY
2968,CATHERINE JONES
2969,RUNNING PRESS
2970,JARED M. DIAMOND
2971,IAN FRAZIER
2972,EDAIN MCCOY
2973,JOHN DUFRESNE
2974,FAYRENE PRESTON
2975,RAND MILLER
2976,DAVID WINGROVE
2977,PAMELA NORRIS
2978,JELLOUN
2979,CAELA FARREN
2980,WILLIAM E. BLUNDELL
2981,ANDREW DELBANCO
2982,MARGUERITE DURAS
2983,PAR LAGERKVIST
2984,ALEXANDRA DICK
2985,ALICE KAPLAN
2986,JO ANN BEARD
2987,DOROTHEA BRANDE
2988,ALEXANDRE DUMAS PÃ.. RE
2989,MAXINE TROTTIER
2990,MARK BRICKLIN
2991,DEREK WILSON
2992,IRIS GADD
2993,ROGER GADD
2994,DANA FULLER ROSS
2995,KIRSTEN BOIE
2996,GILLIAN BUTLER
2997,TONY HOPE
2998,MARJORIE L. LLOYD
2999,DAVID FONTANA
3000,MARY NORTON
3001,BETH KRUSH
3002,JOE KRUSH
3003,YAHIYA EMERICK
3004,MICHAEL GANNON
3005,BRINDLEY LOUISE
3006,ROBIN DALTON
3007,KATE DICAMILLO
3008,FELIX SALTEN
3009,R.J. PINEIRO
3010,COLIN FORBES
3011,PATRICIA SHAW
3012,ANNA MARIA ORTESE
3013,SIGRID VAGT
3014,ANDREAS BRANDHORST
3015,ITALO CALVINO
3016,OSWALT VON NOSTITZ
3017,PAUL C. DOHERTY
3018,FRAUKE BIEHL
3019,SEVIM KABAK
3020,AMÉLIE NOTHOMB
3021,WOLFGANG KRIEGE
3022,ALASTAIR MACNEILL
3023,ALASTAIR MCNEILL
3024,ALISTAIR MACLEA
3025,ALISON LURIE
3026,OTTO BAYER
3027,GLENN MEADE
3028,WOLFGANG THON
3029,ALLAN FOLSOM
3030,DORIT ZINN
3031,PETRA DURST-BENNING
3032,EVA MAASER
3033,JAIME BAYLY
3034,LINDY ARRIAGA DIAZ
3035,LAURENS VAN DER POST
3036,BARBARA MERTZ
3037,CLARA PIERRE
3038,GABRIELE WEBER-JARIC
3039,FREDERIK BERGER
3040,RUTH BERGER
3041,PETER BERLING
3042,R. CONRAD STEIN
3043,SUSAN R. MATTHEWS
3044,KATHY TYERS
3045,JERRY POURNELLE
3046,JOHN F. CARR
3047,ROLAND GREEN
3048,JAMES P. HOGAN
3049,DON WISMER
3050,C.J. CHERRYH
3051,ERIC FLINT
3052,DAVID DRAKE
3053,PHILLIP MARGOLIN
3054,LEONARD GOLDBERG
3055,WILLIE MORRIS
3056,PIERS DUDGEON
3057,MARION CRAWFORD
3058,JOSEPHINE COX
3059,FAITH ADDIS
3060,F. SCOTT FITZGERALD
3061,SARA BACKER
3062,NEWT SCAMANDER
3063,CHARLES VESS (ILLUSTRATOR)
3064,GARTH NIX
3065,BETTY LUMSDEN MILNE
3066,PHILIP PLISSON
3067,JAN SIEGEL
3068,WASHINGTON IRVING
3069,CATHY GUISEWITE
3070,CHARLES M. SCHULZ
3071,SUSAN COOPER
3072,ALAN COBER
3073,DEANNE STILLMAN
3074,LAURA LEVINE
3075,GRAHAM C. BARRETT
3076,RUDYARD KIPLING
3077,DON DAILY
3078,JIM RAZZI
3079,CHRIS SCHNABEL
3080,LOUISA M. ATCOTT
3081,GAVIN ROWE
3082,GINA INGOGLIA
3083,FRANCESE MATEU
3084,CARLOS COLLODI
3085,GREG HILDEBRANDT
3086,P.L. WHITNEY
3087,CAROLYN MACKLER
3088,ROBIN JONES GUNN
3089,DEBBIE MACOMBER
3090,STEVE FRIEDMAN
3091,JANE HISSEY
3092,MASTERSON ELEMENTARY STUDENTS
3093,FIRST GRADE STUDENTS
3094,MARGARET LANDON
3095,JULIANNA BAGGOTT
3096,ALEX BOESE
3097,WEBB GARRISON
3098,MEGAN MCCAFFERTY
3099,JILL A. DAVIS
3100,CHARLES PURDY
3101,GREG JOHNSON
3102,JONATHAN SNOW
3103,SYLVIA THOMPSON
3104,BROOKE SCUDDER
3105,AILEEN PATERSON
3106,MOLLY RICE
3107,DAVID IGNATIUS
3108,ALLISON PEARSON
3109,JONATHAN TROPPER
3110,JENNY COLGAN
3111,CATHY HOPKINS
3112,MELISSA MILLER
3113,KATHERINE B. CHAUNCEY
3114,GEORGE FOREMAN
3115,BETTY CROCKER EDITORS
3116,GRANGE BOOKS ED
3117,ROBERT BLY
3118,ROBERT STRANDQUIST
3119,VICTORIA MORAN
3120,DEBRENA JACKSON GANDY
3121,SALLY WARNER
3122,DANIEL JONES
3123,KATE FREIMAN
3124,ERIC CARLE
3125,MARTY BECKER
3126,CARO
3127,STAN REDDING
3128,FRANK W. ABAGNALE
3129,GLENNA MCREYNOLDS
3130,MAEVE. BINCHY
3131,ELIZABETH LOWELL
3132,BEN COHEN
3133,JERRY GREENFIELD
3134,NANCY STEVENS
3135,DELINSKY
3136,TERESA MEDEIROS
3137,DAPHNE ROSE KINGMA
3138,JOHANNA SPYRI
3139,SHARI LEWIS
3140,FRANCES MAYES
3141,ROBERT CRAIS
3142,SUSAN LUDINGTON-HOE
3143,SUSAN K. GOLANT
3144,JOHN D. MACDONALD
3145,LANDRUM B. SHETTLES
3146,DAVID M. RORVIK
3147,SHELLEY AUSTIN KASTNER
3148,FRANCES H. BURNETT
3149,ROBIN WELLS
3150,LYNN ERICKSON
3151,JOHN E. SARNO
3152,TRUDI PACTER
3153,QUINN T. EVANS
3154,JANELLE TAYLOR
3155,ROBERT TALLANT
3156,JUAN KATTAN-IBARRA
3157,SHIRLEY HAZZARD
3158,FELICITY TROTMAN
3159,FALCON TRAVIS
3160,CHIP LOVITT
3161,HARRIET GREY
3162,BUD GARDNER
3163,ROBERT A. WILSON
3164,STANLEY MARCUS
3165,OWEN PARRY
3166,MICHAEL PERRY
3167,CHELSEA QUINN YARBRO
3168,FREEMAN PATTERSON
3169,MALCOLM GLADWELL
3170,JIDDU KRISHNAMURTI
3171,WILLIAM DALRYMPLE
3172,PAUL HOFFMAN
3173,DUNCAN J. WATTS
3174,SARINA SINGH
3175,MICHELLE COXALL
3176,ROYINA GREWAL
3177,INEZ MCALISTER FABER
3178,DOTTIE MCDOWELL
3179,JOSH MCDOWELL
3180,DAVID N. WEISS
3181,SALLY BEAUMAN
3182,PAUL SOLOTAROFF
3183,PETER SINGER
3184,W.Y. EVANS-WENTZ
3185,LAMA ANAGARIKA GOVINDA
3186,SIR JOHN
3187,FRANK GODWIN
3188,HENRIK IBSEN
3189,JAMES MCFARLANE
3190,JENS
3191,MARGO CULLEY
3192,D.C.R.A. GOONETILLEKE
3193,E.M. FORSTER
3194,JOHN F. MCGRADY
3195,PAT CONROY
3196,NORAH LOFTS
3197,SUZANNE STREMPEK SHEA
3198,ROBB FORMAN DEW
3199,ERIC NYLUND
3200,MICHAEL D. WARDEN
3201,THOMAS J. STANLEY
3202,WILLIAM D. DANKO
3203,ROSELLEN BROWN
3204,R.K. NARAYAN
3205,GEORGE MACKAY BROWN
3206,SPIKE MILLIGAN
3207,THOMAS PAINE
3208,HENRY COLLINS
3209,JOHN N. DAVIE
3210,DAVID SKILTON
3211,A. ALVAREZ
3212,A.J. HILL
3213,SHARON SALA
3214,PEGGY MORELAND
3215,PAULA DETMER RIGGS
3216,GUIDEPOSTS MAGAZINE
3217,MARIE WATTS
3218,JOY DARIEN
3219,BILL RICHARDSON
3220,JILL CONNER BROWNE
3221,KATHERINE O'NEAL
3222,SHERWOOD ANDERSON
3223,AMY PAULSEN
3224,(NONE)
3225,JULIA ALVAREZ
3226,CHRISTOPHER REICH
3227,MARY CANTWELL
3228,STEFAN FATSIS
3229,MICHAEL KINSLEY
3230,HENTOFF
3231,DEBBIE DADEY
3232,MARCIA T. JONES
3233,DR.CHARLES F. STANLEY
3234,RICK CARSON
3235,ETH CLIFFORD
3236,CAROLINE B. COONEY
3237,NICCOLO AMMANITI
3238,JONATHAN HUNT
3239,WALTER DEAN MYERS
3240,CHRIS FABRY
3241,SUSAN RICHARDS SHREVE
3242,JAMES MARSHALL
3243,EDITH NESBIT
3244,ROBERT L. VENINGA
3245,JANIS ARNOLD
3246,CINDY BONNER
3247,HANNAH CRAFTS
3248,HENRY LOUIS GATES JR. 
3249,JIM GRIMSLEY
3250,ROBERT SIEGEL
3251,ONION STAFF
3252,RICHARD SCARRY
3253,MICKEY SPILLANE
3254,JOHN KNOWLES
3255,DAVID HALBERSTAM
3256,WILL FERGUSON
3257,IAN FERGUSON
3258,CAROL OFF
3259,GEORGE GIBIAN
3260,LOUISE MAUDE
3261,AYLMER MAUD
3262,ANTHONY LANE
3263,JOHN KENNEDY TOOLE
3264,WALKER PERCY
3265,RICHARD BLOW
3266,LISA BEAMER
3267,KEN ABRAHAM
3268,DAVID SUZUKI
3269,JOHN CONNELLY
3270,J.M. MORRIS
3271,SARA LEWIS
3272,DONADA PETERS
3273,RENEE
3274,MICKEY ZUCKER REICHERT
3275,LEE HOGAN
3276,JUDITH MILLER
3277,STEPHEN ENGELBERG
3278,WILLIAM BROAD
3279,T.R. PEARSON
3280,BILL SCHULTHEIS
3281,CHRISTA WORTHINGTON
3282,RICHARD BACHMAN
3283,WILBUR WITT
3284,IAIN LAWRENCE
3285,PETER WRIGHT
3286,MARY STEWART
3287,GORE VIDAL
3288,MOLLY COCHRAN
3289,WARREN MURPHY
3290,JIM COLLINS
3291,ROBERT PIRSIG
3292,TROON MCALLISTER
3293,CHINA MIEVILLE
3294,CHANG-RAE LEE
3295,TOM BRADBY
3296,JIMMY BRESLIN
3297,ADAM HASLETT
3298,VICTORIA PRICE
3299,LLOYD ALEXANDER
3300,ANNELIE ORTMANNS
3301,D.E. ROGERS
3302,DOUGLAS ROBINSON
3303,MILLENIA BLACK
3304,LAURIE FOX
3305,WENDY NORTHCUTT
3306,MARTIN MULL
3307,ALLEN RUCKER
3308,RUBIN CARTER
3309,PETER CAREY
3310,CINAMMON BURKE
3311,PHOEBE CONN
3312,ROSALIND LAKER
3313,MARY MCMULLEN
3314,ANNE L. SQUIRE-BURESH
3315,MERRILL MILLER
3316,NANCY THAYER
3317,HUNTER S. THOMPSON
3318,KAREN SCALF LINAMEN
3319,CAMILLE CAUTI
3320,LUTHER BLISSETT
3321,HELGA SCHNEIDER
3322,SHAUN WHITESIDE
3323,RICHARD CRAZE
3324,JAVIER CERCAS
3325,ELISABETH BEYER
3326,ALEKSANDAR GRUJICIC
3327,CHARLOTTE A. ALEXANDER
3328,DELTA BURKE
3329,ALEXIS LIPSITZ
3330,MICHAEL JOHNSTON
3331,CHRISTOPHER PIKE
3332,ROBERT SIMPSON
3333,MICHAEL A. MARTIN
3334,ANDY MANGELS
3335,HEATHER JARMAN
3336,DAVID R. GEORGE III
3337,GABRIELLE DE CUIR
3338,RAY GARTON
3339,JUDITH REEVES-STEVENS
3340,GARFIELD REE
3341,JUDITH REEVES-STEVEN
3342,GARFIELD REEV
3343,FRANCIS SCOTT FITZGERALD
3344,JACQUES TOURNIER
3345,KATE MCMULLAN
3346,JAN BURKE
3347,ED LAING
3348,MICHAEL A. KAHN
3349,CHRISTINE GREEN
3350,LEWIS NORDAN
3351,WILLIAM DIEHL
3352,JULIA FENTON
3353,VICKI A. BRADY
3354,LINDA DOBSON
3355,BOB BARNES
3356,MARVIN ALLEN
3357,DOUGLAS HOBBIE
3358,GOWER
3359,ANTONY SHER
3360,MONIKA ELWENSPOEK
3361,JUAN RAMON JIMENEZ
3362,JACK WELCH
3363,JOHN A. BYRNE
3364,CONARI PRESS
3365,DAWNA MARKOVA
3366,ANDRE DUBUS III
3367,RIA FEHLAU
3368,NEW LINE PRODUCTIONS
3369,TOM SHALES
3370,JAMES ANDREW MILLER
3371,CHARLOTTE HUGHES
3372,ROBERT GOLDSBOROUGH
3373,JENNIFER BLAKE
3374,ANNA PAVORD
3375,S.D. PERRY
3376,JOHN STRALEY
3377,JEFF ROVIN
3378,JULIA BELL
3379,PAUL MAGRS
3380,ANDREW MOTION
3381,E.A. ELLIS
3382,ROBERT MUNSCH
3383,SHEILA MCGRAW
3384,ROBIN QUIVERS
3385,NORMAN MACLEAN
3386,S.E. HINTON
3387,JOHN GUNTHER
3388,RICHARD PRESTON
3389,LENNY FLANK
3390,JOY ADAMSON
3391,GEORGE PAGE
3392,NAGUIB MAHFOUZ
3393,TAGREID ABU-HASSABO
3394,WEI HUI
3395,CATHERINE LANDIS
3396,AMANDA EYRE WARD
3397,RACHEL CARSON
3398,LINDA LEAR
3399,TONY HAWKS
3400,LINDSAY CLARKE
3401,KARIN MCQUILLAN
3402,AMY THOMSON
3403,LAURA JOH ROWLAND
3404,MARJORIE B. KELLOGG
3405,MARJORIE BRADLEY KELLOGG
3406,JODY LEE
3407,KAGE BAKER
3408,DAVID CLEMENT-DAVIES
3409,RACHEL POLLACK
3410,EMILY JENKINS
3411,MIRIKA MAYO CORNELIUS
3412,VICTOR H. KRULAK
3413,CHARLES TOMLINSON
3414,MARY ANN LAMANNA
3415,AGNES RIEDMANN
3416,MICHAEL DROSNIN
3417,JOHN SEARLES
3418,CAROL GRACE
3419,TOM STONE
3420,SHERI REYNOLDS
3421,BONNIE BLUH
3422,GLORIA MURPHY
3423,PAT SHIPMAN
3424,DONALD SERRELL THOMAS
3425,BENEDICT FREEDMAN
3426,NANCY FREEDMAN
3427,ELIZABETH BERG
3428,ROXANA ROBINSON
3429,WILLARD SCOTT
3430,BILL CRIDER
3431,LAURIE GRAHAM
3432,ANNE D. LECLAIRE
3433,PARNELL HALL
3434,CATHERINE ANDERSON
3435,NIKKI RIVERS
3436,KATHLEEN O'REILLY
3437,JUDY CHRISTENBERRY
3438,MURIEL JENSEN
3439,TINA LEONARD
3440,EMMA CRAIG
3441,NANCY PEARL
3442,TIM WINTON
3443,JIM FERGUS
3444,RANDALL ROBINSON
3445,JIM MARRS
3446,EDWIN A. ABBOTT
3447,WILLIAM SYDNEY PORTER
3448,SHANE WELLER
3449,MICHAEL HENRY HEIM
3450,WAYNE WEIBLE
3451,CAMILO JOSE CELA
3452,ANTHONY KERRIGAN
3453,JEREMY HARWOOD
3454,SIMON FIELDING
3455,GILLIAN EMERSON-ROBE
3456,JIM UNDERWOOD
3457,PEARL CLEAGE
3458,MARLO MORGAN
3459,GARY MEIER
3460,GLORIA MEIER
3461,ERNEST HILLEN
3462,DEIRDRE MADDEN
3463,ROGER HARGREAVES
3464,STELLA BRAAM
3465,HARTMUT BIEG
3466,BARBARA PIERCE
3467,DINAH MCCALL
3468,BERTRICE SMALL
3469,KATHY LOVE
3470,LISA PLUMLEY
3471,CAIT LONDON
3472,LAUREN BARATZ-LOGSTED
3473,ANNIE GOTTLIEB
3474,SLOBODAN D. PESIC
3475,VICKI LEWIS THOMPSON
3476,TONY JOHNSTON
3477,RENE BARJAVEL
3478,KEN MUNRO
3479,LIZ SMITH PARKHURST
3480,ROD LORENZ
3481,THOMAS KING
3482,HANSJÖRG SCHNEIDER
3483,BOTHO STRAUSS
3484,ERIKA BURKART
3485,FREYA VON MOLTKE
3486,REINHARD DELAU
3487,HANS-LUDWIG BÖHME
3488,CHRISTINA VIRAGH
3489,JACQUES WIRZ
3490,MICHAEL BAYER
3491,NORBER
3492,LINDA BROWER MEEKS
3493,PHILIP HEIT
3494,RANDY M. PAGE
3495,PAUL LUKAS
3496,FRITJOF CAPRA
3497,SUANNE KELMAN
3498,JOHN SEABROOK
3499,LIONEL TIGER
3500,HAL NIEDZVIECKI
3501,ERNEST BECKER
3502,STIG BJORKMAN
3503,TIM BURTON
3504,STEVE MOSS
3505,TIM LOTT
3506,JAMES M. CAIN
3507,DASHIELL HAMMETT
3508,BENJAMIN ANASTAS
3509,JOSE SARAMAGO
3510,GIOVANNI PONTIERO
3511,JACOB GRIMM
3512,WILHELM GRIMM
3513,JACK ZIPES
3514,ARTHUR NERSESIAN
3515,WALTER KIRN
3516,ROXANNE HENKE
3517,WENDY CORSI STAUB
3518,JOSHUA PIVEN
3519,HUGH ROSS WILLIAMSON
3520,CINDY RIBARICH
3521,SUZANNE DELZIO
3522,BILL LESSARD
3523,STEVE BALDWIN
3524,HAROLD SCHECHTER
3525,LESLEY ADKINS
3526,ROY ADKINS
3527,IAN GIBSON
3528,JAN BONDESON
3529,RICHARD M. STALLMAN
3530,LAWRENCE LESSIG
3531,JOSHUA GAY
3532,LAU
3533,VAUGHN BULLARD
3534,KEVIN T. SMITH
3535,MICHAEL C. DACONTA
3536,MARY GENTLE
3537,PHILIP HAZEL
3538,RICHARD BIRD
3539,TIM O'BRIEN
3540,STEPHEN WILLIAMS
3541,NOEL PERRIN
3542,MARJORY WUNSCH
3543,NATALIE ANGIER
3544,TIM FOLGER
3545,ANTHONY EVERITT
3546,CHRIS KRESKI
3547,MICHAEL J. NELSON
3548,STEPHEN KENDRICK
3549,DAVE MCKEAN
3550,RANDALL KENNEDY
3551,ROCHELLE MORTON
3552,JEFF KELLY
3553,THOMAS LYNCH
3554,LARRY L. KING
3555,BEN MACINTYRE
3556,DAVID M. FRIEDMAN
3557,CHERYL RILLY
3558,DAVID HAGBERG
3559,EUGENIA PRICE
3560,EDWARD MCNALL BURNS
3561,STANDISH MEACHAM
3562,ROBERT E. LER
3563,STEVEN ALTER
3564,XAVIER PATIER
3565,JACQUES SERGUINE
3566,HELGE SCHNEIDER
3567,DON ROBERTS
3568,MICHAEL MOJHER
3569,ANITA DESAI
3570,GLADYS TAYLOR
3571,JEFF BURGESS
3572,W.P. KINSELLA
3573,TOR SEIDLER
3574,VIVIAN VANDE VELDE
3575,GAIL BOWEN
3576,FRANZ KAFKA
3577,SIR RICHARD FRANCIS BURTON
3578,GEORGE R.R. MARTIN
3579,KATHE KOJA
3580,DOUG LANSKY
3581,CAROLINE RIVOLIER
3582,S. WHITE
3583,JUDITH KRANTZ
3584,RICHARD P. HENRICK
3585,JOHANNA KINGSLEY
3586,LAURIE NOTARO
3587,TAYLOR CALDWELL
3588,JULIA CAMERON
3589,MARK GRIFFIN
3590,THERON WALKER
3591,ELIZABETH POWERS
3592,AMY MANDELKER
3593,LOUISE PERROTTA
3594,GINA FONTANA
3595,FERDINAND G. MAHFOOD
3596,SUE ELLEN COOPER
3597,ANDREA REEKSTIN
3598,RICHARD ROHR
3599,JOSEPH MARTOS
3600,JAMAICA KINCAID
3601,PAUL FLEISCHMAN
3602,KATHRYN JACOBI
3603,MARGOT LIVESEY
3604,CATHI HANAUER
3605,MARGARET MOORMAN
3606,MONICA ALI
3607,KAREN JOY FOWLER
3608,MICAH SPARKS
3609,LOLLY WINSTON
3610,SUSAN MINOT
3611,CHARLOTTE VALE ALLEN
3612,CATHY KELLY
3613,EDUARDO GALEANO
3614,JANICE LAW
